Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Modern & Bright 2BR Style | Private Balcony + Gym","https://www.airbnb.com/rooms/1478431976676516556","1478431976676516556","4604-7007","6015","117.94","96","53","28","46","High","30","Individual","1.0","3","161","Entire condo","Yes","Midscale","100","5","1","No","No","No","Yes","No","No","No","Yes","161.0","0","711009722","Firm"
"New Panoramic View 2BD + Den In DT Toronto","https://www.airbnb.com/rooms/1537738262991971063","1537738262991971063","4757-7247","6037","163.17","86","43","18","8","Moderate","28","Small","2.0","8","197","Entire condo","Yes","Midscale","42","N/A","0","No","No","No","Yes","No","Yes","No","Yes","N/A","0","725310366","Firm"
"Elegant Highrise With Panoramic Views + Pool & Gym","https://www.airbnb.com/rooms/36505368","36505368","5058-7313","6164","280.18","96","23","1","2","None","28","Moderate","2.0","6","322","Entire condo","Yes","Midscale","117","4.89","44","No","Yes","No","Yes","Yes","No","No","Yes","70.0","0","8540894","Firm"
"Beautiful 1 Bed + Den | Duncan + Richmond","https://www.airbnb.com/rooms/678963925208966927","678963925208966927","4942-7443","6204","134.87","67","69","0","46","None","30","Moderate","1.0","3","163","Entire condo","No","Midscale","0","5","2","No","Yes","No","Yes","No","No","No","Yes","322.0","0","37514178","Firm"
"Family Size 1 Bdrm + Den Suite W. Balcony Sleeps6","https://www.airbnb.com/rooms/736843468575679268","736843468575679268","4890-7572","6206","193.94","11","287","1","5","None","28","Moderate","1.0","6","228","Entire condo","Yes","Midscale","79","5","1","No","No","No","Yes","No","Yes","No","Yes","142.0","0","262595111","Flexible"
"Nobu's Junior 2 Bedroom","https://www.airbnb.com/rooms/1089430210531311291","1089430210531311291","4835-7426","6285","88.52","67","106","44","37","Moderate","31","Moderate","2.0","4","118","Entire condo","Yes","Economy","260","5","3","No","No","No","Yes","No","No","No","Yes","215.0","0","482664082","Firm"
"2-bedroom Condo, Core Downtown!","https://www.airbnb.com/rooms/1350034979318802420","1350034979318802420","5058-7685","6418","142.62","66","68","50","23","Low","28","Small","2.0","4","149","Entire rental unit","Yes","Midscale","201","N/A","0","No","Yes","No","Yes","Yes","Yes","No","Yes","71.0","0","431847364","Firm"
"Stylish Condo Heart Of Downtown + 1 Free Parking","https://www.airbnb.com/rooms/1188218361972080011","1188218361972080011","5607-7138","6458","184.53","97","36","46","3","Moderate","1","Small","1.0","5","146","Entire rental unit","No","Midscale","1","4.8","65","No","Yes","No","Yes","No","No","No","Yes","81","0","535906788","Firm"
"Luxury 1100 Sq Condo At Downtown","https://www.airbnb.com/rooms/1471767205707530857","1471767205707530857","5608-7436","6517","197.48","59","56","0","33","Unknown","28","Unknown","1.0","4","226","Entire rental unit","No","Midscale","7","N/A","0","No","No","No","No","No","No","No","No","144.0","0","709146999","Flexible"
"Gigantic 2 Bedroom 2 Bath W Terrace & FREE Parking","https://www.airbnb.com/rooms/45654112","45654112","5144-8207","6721","480.05","4","358","1","5","None","28","Moderate","2.0","7","594","Entire condo","Yes","Upscale","8","5","6","No","Yes","No","Yes","Yes","Yes","No","Yes","248.0","0","55442","Firm"
"Stunning Luxe 2Bed 2Bath LakeView DTown Waterfront","https://www.airbnb.com/rooms/4070051","4070051","5899-7867","7042","163.77","13","334","0","43","Moderate","28","Moderate","2.0","4","232","Entire rental unit","Yes","Midscale","32","4.59","209","No","Yes","No","Yes","Yes","No","No","Yes","100.0","0","963354","Firm"
"*Cozy* 2Bed Condo Near UofT/Rogers/Scotia/Hospital","https://www.airbnb.com/rooms/1519588044969876504","1519588044969876504","6093-8225","7116","237.21","54","56","16","3","None","2","Small","1.0","4","243","Entire rental unit","Yes","Midscale","34","5","12","No","No","No","Yes","No","Yes","No","Yes","N/A","1","720978450","Firm"
"DT Chic Mono-Fantasy 2BR W/Free Parking","https://www.airbnb.com/rooms/1400725917060300202","1400725917060300202","6028-8295","7237","219.32","13","247","11","5","Moderate","1","Individual","2.0","5","231","Entire rental unit","Yes","Midscale","9","4.13","8","No","No","No","Yes","No","No","No","Yes","79.0","0","436256662","Firm"
"University District Decadent Condo","https://www.airbnb.com/rooms/1508864235382460875","1508864235382460875","5739-8692","7328","118.2","84","74","3","21","High","31","Moderate","2.0","4","133","Entire condo","Yes","Midscale","61","5","1","No","No","No","Yes","No","Yes","No","Yes","178.0","0","482664082","Limited"
"2BR Corner Suite With City Views & Parking","https://www.airbnb.com/rooms/997779332420690035","997779332420690035","5717-8810","7377","131.73","62","90","34","11","None","30","Small","1.0","4","167","Entire rental unit","Yes","Midscale","276","5","4","No","No","No","Yes","No","No","No","Yes","65.0","0","10992034","Firm"
"2 Bedroom Private Apartment InToronto Downtown!","https://www.airbnb.com/rooms/15513401","15513401","6209-8387","7395","80.38","48","191","4","2","None","28","Individual","1.0","4","99","Entire rental unit","Yes","Economy","54","4.61","54","No","No","No","Yes","No","No","No","Yes","36.0","0","43968015","Firm"
"2 Bedrooms Condo Close To TMU","https://www.airbnb.com/rooms/1195108296220890964","1195108296220890964","5996-8896","7504","242.05","29","106","7","27","None","28","Small","1.5","4","289","Entire rental unit","Yes","Midscale","260","0","0","No","No","No","Yes","Yes","Yes","No","Yes","144.0","0","587976344","Flexible"
"2 Bed+2 Bath Condo Downtown Toronto","https://www.airbnb.com/rooms/1003475105329188935","1003475105329188935","5772-9194","7541","104.73","74","97","9","28","None","28","Small","2.0","4","149","Entire condo","Yes","Midscale","269","5","4","No","Yes","No","Yes","No","No","No","Yes","179.0","0","542081718","Firm"
"Modern Central 1+1 BR Condo In DT Toronto","https://www.airbnb.com/rooms/1242124318332179077","1242124318332179077","5979-9085","7587","180.63","20","205","13","23","None","1","Large","1.0","4","193","Entire rental unit","Yes","Midscale","107","N/A","0","No","No","No","Yes","No","No","No","Yes","143.0","0","785826","Firm"
"Apartment In Downtown Core - Close To Everything","https://www.airbnb.com/rooms/1044053157162250560","1044053157162250560","6674-9010","7796","127.8","60","102","13","18","None","1","Small","1.0","4","108","Entire rental unit","No","Midscale","9","4.92","59","No","No","No","Yes","No","No","No","Yes","29","0","98057331","Firm"
"3 Mins To UT 2 Bedroom Private Condo W Nice View","https://www.airbnb.com/rooms/1554809319014812563","1554809319014812563","6269-9301","7845","118.87","93","71","10","44","None","28","Large","1.0","3","169","Entire rental unit","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","186299872","Flexible"
"Luxury Cityscape Condo","https://www.airbnb.com/rooms/1110040123749700137","1110040123749700137","6439-9924","8286","218.06","18","206","15","23","None","28","Small","2.0","4","324","Entire rental unit","No","Midscale","0","5","5","No","No","No","No","No","No","No","No","73.0","0","493573639","Moderate"
"Luxury King Suite In Downtown Entertainment Hub","https://www.airbnb.com/rooms/1562859949208034605","1562859949208034605","7016-9691","8418","561.21","79","19","8","4","None","1","Individual","2.0","6","319","Entire rental unit","Yes","Upscale","36","4.63","8","No","No","No","Yes","No","No","No","No","N/A","0","726278508","Firm"
"Gorgeous Two-Level Apartment Downtown Core","https://www.airbnb.com/rooms/39173487","39173487","6467-9843","8450","156.48","41","132","4","27","Moderate","29","Small","2.0","6","131","Entire rental unit","Yes","Midscale","107","4.83","30","No","No","No","Yes","No","No","No","Yes","108.0","0","287874042","Strict"
"Elegant 2 Bedroom 2 Bath W. Balcony, Pet Friendly","https://www.airbnb.com/rooms/757890211011419845","757890211011419845","6660-10314","8453","228.46","11","330","1","5","None","28","Moderate","2.0","6","274","Entire condo","Yes","Midscale","36","5","1","No","No","No","Yes","Yes","Yes","No","Yes","142.0","0","262595111","Firm"
"111","https://www.airbnb.com/rooms/47081837","47081837","7281-9654","8460","291.72","23","125","0","29","None","28","Individual","2.0","6","357","Entire rental unit","Yes","Midscale","241","0","0","No","No","No","Yes","Yes","No","No","Yes","71.0","0","221749433","Moderate"
"Stylish 2BR/2BA Downtown Toronto Condo + 1 Parking","https://www.airbnb.com/rooms/1547235505895145332","1547235505895145332","7043-9680","8466","470.35","44","41","4","4","None","2","Individual","2.0","6","536","Entire rental unit","Yes","Upscale","15","5","5","No","No","No","Yes","No","No","No","Yes","N/A","1","727510220","Firm"
"New Panoramic View 2BD+Den In DT Toronto","https://www.airbnb.com/rooms/1537710033372882621","1537710033372882621","6914-9830","8497","314.71","82","33","9","5","High","1","Small","2.0","8","341","Entire condo","Yes","Upscale","54","5","1","No","No","No","Yes","No","Yes","No","Yes","71.0","0","725310366","Moderate"
"Visually Stunning 2 BDRM Unit","https://www.airbnb.com/rooms/816866993192290363","816866993192290363","6766-10271","8658","129.22","22","302","122","16","None","28","Small","2.0","4","169","Entire rental unit","Yes","Midscale","64","5","3","No","No","No","Yes","No","No","Yes","Yes","107.0","0","124898368","Firm"
"2BR Downtown Rental","https://www.airbnb.com/rooms/1523363003137833433","1523363003137833433","7072-10492","8850","226.93","91","43","3","27","High","30","Moderate","2.0","4","271","Entire rental unit","Yes","Midscale","14","N/A","0","No","No","No","Yes","Yes","No","No","Yes","N/A","0","5988339","Flexible"
"Toronto Sky Residence | Spacious High-Rise Stay","https://www.airbnb.com/rooms/1558374385957005926","1558374385957005926","7411-10237","8892","211.72","88","48","17","16","Moderate","1","Individual","1.0","5","225","Entire condo","Yes","Midscale","9","4.42","12","No","No","No","Yes","No","No","No","Yes","N/A","0","729782102","Moderate"
"Lovely 1+1-BR In DT Toronto","https://www.airbnb.com/rooms/1242106645310411502","1242106645310411502","7016-10563","8967","128.1","81","86","31","14","Moderate","28","Large","1.5","4","157","Entire rental unit","No","Midscale","0","4.7","0","No","No","No","Yes","Yes","No","No","Yes","N/A","0","785826","Firm"
"Modern Central 2-BR Condo In DT Toronto","https://www.airbnb.com/rooms/1242120707244289340","1242120707244289340","7171-10639","8974","144.74","42","146","36","31","None","1","Large","2.0","4","199","Entire rental unit","Yes","Midscale","123","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","785826","Firm"
"Modern Downtown Toronto Condo | Walk To Everything","https://www.airbnb.com/rooms/1505129035573925335","1505129035573925335","7774-10494","9080","197.39","61","76","21","6","Low","3","Individual","2.0","5","222","Entire rental unit","Yes","Midscale","15","5","8","No","No","Yes","Yes","No","No","No","Yes","135.0","0","286046823","Flexible"
"Heart Of Toronto | Spacious Near AGO + Backyard","https://www.airbnb.com/rooms/1447967301073856214","1447967301073856214","7359-10594","9180","114.75","79","101","7","44","Moderate","28","Small","2.0","4","160","Entire home","Yes","Midscale","115","5","2","No","No","No","Yes","No","No","No","Yes","172.0","0","137908983","Firm"
"Toronto 2BR Near Rogers Centre + Free Parking","https://www.airbnb.com/rooms/1303951813432345101","1303951813432345101","7552-10974","9413","224.11","55","77","14","3","Moderate","1","Individual","1.0","4","243","Entire condo","Yes","Midscale","43","4.67","6","No","No","No","Yes","No","No","No","Yes","71.0","0","496189734","Flexible"
"2 Bed 2 Bath Near SICK KIDS HOSPITAL Pet Friendly","https://www.airbnb.com/rooms/43371771","43371771","7476-11577","9489","231.44","13","327","1","6","None","28","Moderate","2.0","6","293","Entire condo","Yes","Midscale","39","5","5","No","Yes","No","Yes","Yes","Yes","No","Yes","178.0","0","262595111","Firm"
"Serviced Suite With Kitchen 10min Walk To CN Tower","https://www.airbnb.com/rooms/42863440","42863440","7651-11352","9575","187.75","26","200","3","34","None","31","Small","2.0","4","224","Entire condo","Yes","Midscale","166","4.75","0","No","No","No","Yes","No","Yes","No","Yes","0.0","0","340192486","Firm"
"Nobu Luxury Condo: Toronto Vibe","https://www.airbnb.com/rooms/1256486107873236837","1256486107873236837","7968-11336","9583","152.12","36","177","102","28","Moderate","28","Individual","2.0","4","167","Entire rental unit","Yes","Midscale","189","5","5","No","No","No","Yes","No","No","No","Yes","145.0","1","654605113","Flexible"
"Unique 2 Bed 2 Bath Great Location","https://www.airbnb.com/rooms/1284372668370066698","1284372668370066698","7568-11499","9603","137.18","19","366","0","25","Moderate","29","Small","2.0","4","164","Entire rental unit","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","0.0","0","174218316","Flexible"
"Bright Downtown Condo With City Views & Comfort","https://www.airbnb.com/rooms/1553868074573071796","1553868074573071796","8340-10883","9649","247.42","75","52","9","4","Moderate","1","Individual","1.0","4","292","Entire rental unit","Yes","Midscale","15","4.5","12","No","No","No","Yes","No","No","No","No","N/A","0","727801127","Firm"
"Downtown TO Designer Condo 2 Bed 2 Bath!","https://www.airbnb.com/rooms/1556854314715630647","1556854314715630647","8095-11126","9731","360.41","60","45","5","7","Low","2","Small","2.0","6","400","Entire rental unit","Yes","Upscale","11","4.8","5","No","No","No","Yes","No","No","No","Yes","N/A","0","729036693","Limited"
"BIG 2 BED 2 BATH Near SICK KIDS Hospital FREE Prkg","https://www.airbnb.com/rooms/37988061","37988061","7679-11862","9787","233.03","13","312","1","6","None","28","Moderate","2.0","6","294","Entire condo","Yes","Midscale","54","5","5","No","Yes","No","Yes","Yes","Yes","No","Yes","177.0","0","262595111","Firm"
"Stylish 2BR Retreat By Queen West","https://www.airbnb.com/rooms/1565514197569017993","1565514197569017993","8515-11349","9944","355.16","65","43","11","3","Moderate","1","Individual","1.0","6","262","Entire rental unit","Yes","Upscale","14","5","3","No","No","No","Yes","No","No","No","No","N/A","0","727595262","Firm"
"Downtown Condo","https://www.airbnb.com/rooms/13219490","13219490","8015-11945","10036","147.59","19","366","4","3","None","180","Individual","2.0","4","197","Entire rental unit","Yes","Midscale","0","0","0","No","No","No","Yes","No","No","No","Yes","22.0","0","11368776","Moderate"
"2 Bedroom 2 Bath Pet Friendly Condo & Free Parking","https://www.airbnb.com/rooms/728466452757406108","728466452757406108","7984-12363","10133","215.59","15","309","1","8","Moderate","28","Moderate","2.0","6","258","Entire condo","Yes","Midscale","57","5","3","No","Yes","No","Yes","Yes","No","No","Yes","179.0","0","262595111","Flexible"
"Modern Queen West Escape | Sleeps 6 W/ Parking!","https://www.airbnb.com/rooms/1355255041715382574","1355255041715382574","8719-11620","10182","308.55","59","56","9","4","None","1","Individual","1.0","6","274","Entire rental unit","Yes","Upscale","35","4.6","20","No","No","No","Yes","No","No","No","Yes","64.0","0","678074863","Firm"
"1 Bedroom + Den Condo (sleeps 6) WALK To Hospitals","https://www.airbnb.com/rooms/738409910787277972","738409910787277972","8076-12506","10250","186.36","15","364","2","18","None","28","Moderate","1.0","6","222","Entire condo","Yes","Midscale","2","4.67","3","No","No","No","Yes","No","Yes","No","Yes","135.0","0","262595111","Flexible"
"Modern Downtown Escape, King West","https://www.airbnb.com/rooms/1439913282147143920","1439913282147143920","7968-12541","10302","125.64","75","110","4","21","Low","28","Small","2.0","3","149","Entire condo","Yes","Midscale","106","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","87.0","0","559447296","Firm"
"Downtown Toronto","https://www.airbnb.com/rooms/41508842","41508842","7889-12108","10374","154.84","99","68","53","28","None","28","Individual","1.0","4","183","Entire condo","Yes","Midscale","298","5","7","No","Yes","No","Yes","Yes","No","No","Yes","0.0","1","134757155","Moderate"
"1100 Sq Luxury Condo With Center Location","https://www.airbnb.com/rooms/1394388186761240642","1394388186761240642","8370-12419","10476","201.45","55","95","4","45","Unknown","28","Unknown","1.0","4","241","Entire rental unit","No","Midscale","0","N/A","0","No","No","No","No","No","No","No","No","143.0","0","651832082","Flexible"
"Luxury 2BR + 2BA Designer Condo In Nobu Toronto","https://www.airbnb.com/rooms/1410369996725684818","1410369996725684818","8416-12450","10561","142.72","46","162","5","26","Low","28","Individual","2.0","4","234","Entire condo","Yes","Midscale","89","5","2","No","Yes","No","Yes","No","Yes","No","Yes","107.0","0","20615893","Limited"
"CN Tower Views Free Parking Sleeps 10 W/ Gym!","https://www.airbnb.com/rooms/1535799980007511534","1535799980007511534","9089-12052","10582","364.88","69","42","16","3","Moderate","2","Individual","2.0","10","320","Entire rental unit","Yes","Upscale","33","4.5","10","No","Yes","No","Yes","No","No","No","Yes","98.0","0","685897170","Firm"
"Modern Central 1+1-BR Condo In DT Toronto","https://www.airbnb.com/rooms/1434755533901202573","1434755533901202573","8610-12943","10789","117.27","87","106","19","23","High","28","Small","1.0","4","161","Entire rental unit","Yes","Midscale","94","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","684897204","Firm"
"Presidential At NOBU","https://www.airbnb.com/rooms/1456004153116547881","1456004153116547881","8712-13380","11325","125.83","78","115","11","48","Moderate","31","Moderate","2.0","4","165","Entire condo","Yes","Midscale","84","5","1","No","No","No","Yes","No","No","No","Yes","143.0","0","482664082","Limited"
"Massive 2 Bdrm 2Bath Near Toronto General Hospital","https://www.airbnb.com/rooms/757380662392023457","757380662392023457","8936-13977","11459","220.37","15","353","5","32","Low","28","Moderate","2.0","6","260","Entire serviced apartment","Yes","Midscale","13","5","1","No","No","No","Yes","No","Yes","No","Yes","143.0","0","262595111","Flexible"
"Cozy 2 Bdrm In Heart Of Toronto Long Term Rental","https://www.airbnb.com/rooms/1395741858562645283","1395741858562645283","8780-13950","11471","112.46","69","147","36","41","None","28","Small","1.0","6","267","Entire home","Yes","Midscale","123","5","1","No","No","No","Yes","No","Yes","No","Yes","143.0","0","685557386","Firm"
"2 BEDROOMS APT - Near U Of T - Downtown Toronto","https://www.airbnb.com/rooms/20621415","20621415","9740-13388","11709","87.38","53","252","95","46","None","28","Individual","1.0","4","97","Entire rental unit","Yes","Economy","114","4.8","207","No","No","No","Yes","No","No","No","Yes","143.0","0","84742293","Firm"
"Stylish 2 Storey 2BR In Downtown Toronto","https://www.airbnb.com/rooms/38313773","38313773","9861-13962","11894","105.26","60","187","25","27","Moderate","31","Moderate","1.5","3","125","Entire rental unit","Yes","Midscale","179","4.81","21","No","No","No","Yes","No","No","No","Yes","214.0","0","273658759","Firm"
"Executive Suite Downtown Toronto","https://www.airbnb.com/rooms/1094893216621397093","1094893216621397093","9261-13973","11960","107.75","78","142","1","23","None","30","Individual","2.0","2","146","Entire rental unit","Yes","Midscale","224","5","3","No","No","No","Yes","No","No","No","Yes","143.0","0","562114686","Flexible"
"GIGANTIC 2 Bedroom Near Toronto General Hospital","https://www.airbnb.com/rooms/43459723","43459723","9573-15011","12433","230.25","15","354","0","7","None","28","Moderate","2.0","6","296","Entire condo","Yes","Midscale","12","5","7","No","Yes","No","Yes","Yes","Yes","No","Yes","178.0","0","262595111","Firm"
"Modern 2 BDRM Suite Near Entertainment District","https://www.airbnb.com/rooms/943524129317605444","943524129317605444","9956-15153","13008","128.8","64","157","11","52","High","30","Individual","1.0","4","197","Entire condo","Yes","Midscale","209","4.5","8","No","No","No","Yes","No","No","No","Yes","125.0","0","527883481","Firm"
"Downtown Toronto Views W Pool, Jacuzzi & Parking","https://www.airbnb.com/rooms/1554014679675384505","1554014679675384505","11364-14875","13156","320.88","68","60","9","3","High","1","Moderate","2.0","6","345","Entire condo","Yes","Upscale","12","4.9","10","No","Yes","No","Yes","Yes","No","No","Yes","N/A","0","422343393","Firm"
"Lux Penthouse Downtown | Panoramic Views |Sleeps 8","https://www.airbnb.com/rooms/1521409681714598426","1521409681714598426","11537-15127","13434","497.55","41","66","27","2","High","1","Individual","2.0","8","474","Entire rental unit","Yes","Upscale","21","5","16","No","No","No","Yes","No","No","No","Yes","84.0","1","165913873","Super Strict 60 Days"
"Convenience + Comfort In A 2BD/2BA Gem!","https://www.airbnb.com/rooms/1553113951778292721","1553113951778292721","11381-15770","13502","275.55","69","71","3","9","None","2","Small","2.0","6","354","Entire rental unit","Yes","Midscale","0","4.83","6","No","No","No","Yes","No","No","No","Yes","N/A","0","728754764","Limited"
"Stylish 2BR In Entertainment District + Fast WiFi","https://www.airbnb.com/rooms/1482657959690666660","1482657959690666660","11285-16166","13840","103.28","98","137","15","36","None","30","Small","2.0","4","118","Entire condo","Yes","Midscale","32","5","2","No","No","No","Yes","No","No","No","Yes","126.0","0","460443520","Limited"
"2-Story Townhouse | 100% Walk Score | Free Parking","https://www.airbnb.com/rooms/44124117","44124117","11356-16437","13896","122.97","82","137","85","37","None","30","Individual","1.5","4","197","Entire townhouse","Yes","Midscale","138","4.95","19","No","No","No","Yes","Yes","No","No","Yes","164.0","1","135234574","Flexible"
"Luxury In The Heart Of Downtown 2 Bed+2 Bath","https://www.airbnb.com/rooms/993422681528803918","993422681528803918","11023-16824","14123","129.57","78","139","162","37","None","28","Small","2.0","3","176","Entire condo","Yes","Midscale","227","5","6","No","No","No","Yes","No","No","No","Yes","54.0","0","237648326","Flexible"
"Gorgeous Penthouse Suite In City","https://www.airbnb.com/rooms/970549105055418153","970549105055418153","11574-16653","14163","119.02","80","148","90","32","Low","28","Individual","2.0","4","241","Entire rental unit","Yes","Midscale","218","5","8","No","No","No","Yes","No","Yes","No","Yes","107.0","1","534915339","Firm"
"Downtown Toronto Views W Pool, Jacuzzi & Parking","https://www.airbnb.com/rooms/1545580676540817211","1545580676540817211","12214-16196","14220","346.84","67","61","9","5","Low","1","Individual","2.0","6","347","Entire rental unit","Yes","Upscale","12","4.6","5","No","Yes","No","Yes","No","No","No","Yes","N/A","0","724841372","Firm"
"Modern/ Luxury 2 Bdr Condo @Yonge College","https://www.airbnb.com/rooms/1039792478416252469","1039792478416252469","11478-16523","14318","160.87","31","287","26","30","High","28","Individual","2.0","6","195","Entire condo","Yes","Midscale","79","4.64","28","No","Yes","No","Yes","Yes","No","No","Yes","129.0","0","549499298","Moderate"
"2+2 Unit, Stunning View, Heart Of Downtown Toronto","https://www.airbnb.com/rooms/44274004","44274004","11123-17009","14365","214.4","27","251","4","3","Low","28","Small","2.0","4","304","Entire condo","Yes","Midscale","115","5","2","No","No","No","Yes","No","No","No","Yes","108.0","0","54333181","Firm"
"Skyline Bliss At Maverick – Chic 2-Bedroom","https://www.airbnb.com/rooms/1349382175445214215","1349382175445214215","11056-17537","14445","109.43","54","244","9","27","Moderate","31","Moderate","2.0","4","144","Entire condo","Yes","Midscale","105","5","1","No","No","No","Yes","No","No","No","Yes","215.0","0","482664082","Super Strict 30 Days"
"Chic 2BR In The Heart Of The City - Prime Location","https://www.airbnb.com/rooms/1206937371596268975","1206937371596268975","11813-16922","14486","122.76","98","121","64","42","Low","30","Individual","2.0","4","175","Entire condo","Yes","Midscale","245","5","5","No","No","No","Yes","No","No","No","Yes","72.0","1","155929889","Moderate"
"Luxe 2 Bed 2 Bath | Downtown | Richmond St W","https://www.airbnb.com/rooms/53751739","53751739","11257-17730","14544","114.52","82","154","4","24","Moderate","30","Large","2.0","4","146","Entire condo","No","Midscale","1","5","6","No","No","No","No","No","No","No","No","292.0","0","37514178","Flexible"
"2BDRM Unit W/ Break Taking Views","https://www.airbnb.com/rooms/973160569077227784","973160569077227784","11180-17226","14555","136.03","38","278","42","24","None","28","Small","2.0","6","178","Entire rental unit","Yes","Midscale","88","4.75","4","No","No","No","Yes","No","Yes","No","Yes","0.0","0","124898368","Flexible"
"Designer 2BR & Study With Spectacular City Views","https://www.airbnb.com/rooms/1180703295864768109","1180703295864768109","11088-17019","14582","441.88","9","361","5","24","High","28","Small","2.0","4","584","Entire rental unit","Yes","Upscale","5","5","3","No","No","No","Yes","No","No","No","Yes","106.0","0","583643822","Firm"
"Modern Condo Downtown, Free Parking, Mthly Stays!","https://www.airbnb.com/rooms/41994010","41994010","12189-16837","14626","80.81","97","187","120","30","None","30","Small","1.0","4","120","Entire condo","Yes","Economy","179","4.97","37","No","No","No","Yes","No","No","No","Yes","0.0","1","20085940","Moderate"
"Stylish 2B2B Condo In DT Toronto","https://www.airbnb.com/rooms/1283384247636516532","1283384247636516532","12564-16881","14793","234.81","77","82","51","5","None","2","Individual","2.0","4","217","Entire rental unit","No","Midscale","154","4.93","15","No","No","No","No","No","No","No","No","65.0","0","437364572","Moderate"
"Nobu Residences Vacation Rental 2 Br 2Bath","https://www.airbnb.com/rooms/1350358876640826635","1350358876640826635","11656-17807","14975","155.99","53","181","8","31","None","28","Individual","2.0","4","294","Entire rental unit","Yes","Midscale","154","5","2","No","No","No","Yes","No","Yes","No","Yes","107.0","0","502962874","Moderate"
"Brand New TOR Downtown Condo","https://www.airbnb.com/rooms/1399567657706119580","1399567657706119580","11588-18411","15139","91.2","99","167","62","43","None","29","Individual","1.0","3","114","Entire rental unit","Yes","Midscale","102","5","1","No","No","No","Yes","No","No","No","Yes","72.0","0","380636876","Firm"
"Bright King West Condo Floor-to-Ceiling Views!","https://www.airbnb.com/rooms/1562981723564870442","1562981723564870442","13018-17350","15203","410.89","86","43","7","4","Moderate","1","Individual","2.0","6","412","Entire rental unit","Yes","Upscale","13","5","2","No","No","No","Yes","No","No","No","No","N/A","0","726488097","Firm"
"Downtown 2BR Near Eaton Centre W Pool & Parking","https://www.airbnb.com/rooms/1542852915295919062","1542852915295919062","13430-17809","15636","355.37","66","67","6","4","None","1","Moderate","2.0","6","341","Entire rental unit","Yes","Upscale","20","4.67","6","No","Yes","No","Yes","Yes","No","No","Yes","61.0","0","422343393","Firm"
"Luxury Living In DT Toronto W/ Spectacular Views","https://www.airbnb.com/rooms/800119538273373166","800119538273373166","13088-17990","15734","130.03","78","156","75","40","None","31","Individual","1.0","4","282","Entire condo","Yes","Midscale","210","4.98","41","No","No","No","Yes","No","No","No","Yes","87.0","1","34147543","Firm"
"2Bdrm Financial District Toronto","https://www.airbnb.com/rooms/843794011764537145","843794011764537145","12767-19192","15997","144.12","30","364","45","33","None","28","Small","2.0","4","206","Entire rental unit","Yes","Midscale","2","4.5","0","No","No","No","Yes","No","No","No","Yes","107.0","0","504692955","Firm"
"Chic Artistic Stay Downtown","https://www.airbnb.com/rooms/1412525247530522680","1412525247530522680","13365-18905","16125","187.5","52","164","33","17","None","5","Individual","2.0","4","260","Entire rental unit","Yes","Midscale","87","5","3","No","No","No","Yes","No","No","No","Yes","143.0","0","495008274","Firm"
"Iconic 2BR Designed Condo Next To Dundas Square","https://www.airbnb.com/rooms/1473880838052983412","1473880838052983412","13996-18479","16286","214.29","78","98","17","7","High","28","Small","1.0","5","233","Entire rental unit","Yes","Midscale","20","5","9","No","No","Yes","Yes","Yes","Yes","No","Yes","93.0","1","709626605","Limited"
"Downtown 2BR Condo Near Eaton Centre W/ 3 Beds","https://www.airbnb.com/rooms/903124192398120620","903124192398120620","14294-19051","16694","241.93","69","100","17","12","None","2","Individual","1.0","4","227","Entire rental unit","No","Midscale","21","4.71","62","No","No","No","Yes","No","No","No","Yes","51","0","517431071","Firm"
"2 Bed/1 Bath Jr Suite-Ready Move In-Downtown-Qwest","https://www.airbnb.com/rooms/1328302595434654298","1328302595434654298","12892-19501","16698","154.61","44","247","6","17","None","30","Moderate","1.0","5","168","Entire serviced apartment","Yes","Midscale","105","5","2","No","Yes","No","Yes","No","Yes","No","Yes","N/A","0","169697179","Flexible"
"2 BR 2 Washroom Unit In Heart Of Downtown","https://www.airbnb.com/rooms/1416881589367195122","1416881589367195122","14457-19170","16832","187.02","62","145","25","22","Low","28","Moderate","2.0","5","167","Entire rental unit","Yes","Midscale","61","4.88","24","No","No","No","Yes","Yes","Yes","No","Yes","43.0","1","25146805","Flexible"
"Spacious 2 Bedroom, W/balcony, Heart Of Downtown","https://www.airbnb.com/rooms/670155289471009905","670155289471009905","14565-19373","17045","293.89","27","214","0","58","Low","28","Small","2.0","4","425","Entire rental unit","Yes","Midscale","88","5","1","No","No","No","Yes","No","Yes","No","Yes","215.0","0","129275464","Firm"
