Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Lovely Condo W Pool & Downtown View","https://www.airbnb.com/rooms/677125115838000111","677125115838000111","11116-15661","13447","98.15","75","183","18","36","None","28","Small","1.0","2","129","Entire condo","Yes","Midscale","183","5","14","No","No","No","Yes","No","No","No","Yes","108.0","1","427592850","Firm"
"A Home With A Heart","https://www.airbnb.com/rooms/44370666","44370666","11108-15711","13493","71.39","79","240","39","39","None","28","Small","1.0","2","109","Entire guest suite","Yes","Midscale","126","5","21","No","No","No","Yes","No","No","No","Yes","143.0","1","27061226","Firm"
"Modern Luxury Condo","https://www.airbnb.com/rooms/1001004237436179927","1001004237436179927","11106-15967","13572","90.48","52","287","50","29","Low","28","Small","1.0","2","113","Entire rental unit","Yes","Midscale","79","5","5","No","No","No","Yes","No","No","No","Yes","125.0","1","9948701","Firm"
"Fantastic Area, Bright & Beautiful","https://www.airbnb.com/rooms/10406485","10406485","11726-15441","13588","78.09","95","183","64","29","None","7","Small","1.0","2","123","Entire townhouse","Yes","Midscale","183","4.96","23","No","No","No","Yes","No","No","No","Yes","57.0","N/A","53585883","Moderate"
"New Forest Hill South Condo W/ 1 Bedroom","https://www.airbnb.com/rooms/1090850810449982623","1090850810449982623","10758-16129","13605","67.02","95","213","22","35","Low","28","Small","1.0","2","89","Entire rental unit","Yes","Midscale","153","5","3","No","Yes","No","Yes","No","No","No","Yes","43.0","N/A","40406859","Flexible"
"Amina Inc Airbnb-Mainfloor","https://www.airbnb.com/rooms/962884105867046356","962884105867046356","11094-15745","13722","62.95","90","243","74","41","Moderate","28","Small","1.0","1","83","Entire home","Yes","Midscale","123","4.83","12","No","No","No","Yes","No","No","No","Yes","71.0","1","484439841","Flexible"
"New 1 Bedroom W/private Bath/kitchen/workdesk/wifi","https://www.airbnb.com/rooms/1048862229267430389","1048862229267430389","10861-16410","13922","47.19","96","308","10","31","None","31","Large","1.0","1","57","Entire rental unit","Yes","Economy","58","4.85","N/A","No","No","No","Yes","No","No","No","No","0.0","N/A","105605194","Flexible"
"Cozy Modern Suite","https://www.airbnb.com/rooms/1284793700028520305","1284793700028520305","11183-16482","14002","69.32","89","227","54","34","Low","28","Individual","1.0","2","104","Entire home","Yes","Midscale","139","5","4","No","No","No","Yes","No","No","No","Yes","108.0","N/A","83302988","Firm"
"Cute 1 Bedroom Private Bath/kitchen/living/parking","https://www.airbnb.com/rooms/1244381049659802635","1244381049659802635","10916-17118","14095","45.76","100","308","10","30","None","29","Large","1.0","1","57","Entire rental unit","Yes","Economy","58","5","1","No","No","No","Yes","No","No","No","Yes","0.0","N/A","174661737","Flexible"
"Steps Away From Downtown Toronto. Free Gym & Pool","https://www.airbnb.com/rooms/1180315467192302901","1180315467192302901","11107-16965","14123","70.61","92","217","14","35","Low","28","Individual","1.0","2","150","Entire rental unit","Yes","Midscale","149","4.75","4","No","No","No","Yes","Yes","Yes","No","Yes","43.0","N/A","583766402","Moderate"
"Downtown Toronto Chic 1 Bedroom","https://www.airbnb.com/rooms/42349628","42349628","11067-16806","14156","88.48","95","169","55","38","High","31","Small","1.0","2","102","Entire condo","Yes","Midscale","197","4.88","17","No","No","No","Yes","No","No","No","Yes","143.0","1","336838455","Super Strict 30 Days"
"Oasis In The City1bed/bath+OrthoBed+FastWIFI+Prkng","https://www.airbnb.com/rooms/51020564","51020564","12342-16252","14301","80.8","83","212","13","32","High","28","Individual","1.0","3","113","Entire townhouse","Yes","Midscale","154","4.56","41","No","No","Yes","Yes","No","No","No","Yes","64.0","N/A","40435887","Moderate"
"Classy Penthouse With Great Views","https://www.airbnb.com/rooms/1413099063017774809","1413099063017774809","12759-15916","14380","161.57","59","151","40","5","Moderate","1","Small","1.0","3","166","Entire rental unit","Yes","Upscale","29","4.85","41","No","No","No","Yes","No","Yes","No","Yes","21.0","1","133152650","Limited"
"Chic Modern One Bedroom In Yorkville","https://www.airbnb.com/rooms/768141977354174748","768141977354174748","11356-17692","14458","74.14","84","232","43","47","Moderate","31","Small","1.0","2","105","Entire condo","Yes","Midscale","134","4.67","3","No","No","No","Yes","No","No","No","Yes","143.0","N/A","742398","Firm"
"Boutique Luxury Condo In Midtown","https://www.airbnb.com/rooms/653773134264720859","653773134264720859","13051-16695","14603","121.69","52","233","40","17","None","28","Individual","1.0","2","140","Entire condo","Yes","Midscale","118","4.71","24","No","No","No","Yes","No","No","No","Yes","71.0","N/A","10656046","Strict"
"Upscale Midtown Convenience","https://www.airbnb.com/rooms/1006741561099559910","1006741561099559910","12073-18134","14976","55.06","80","341","19","32","Moderate","28","Small","1.0","2","68","Entire rental unit","Yes","Economy","25","4.78","9","No","No","No","Yes","No","No","No","No","86.0","N/A","106675828","Moderate"
"Beautiful & New Modern Midtown 1 Bed  Lower Unit","https://www.airbnb.com/rooms/989917132312868342","989917132312868342","13026-17207","15013","79.02","77","247","7","27","None","28","Small","1.0","2","80","Entire home","Yes","Midscale","50","4.66","29","No","No","No","Yes","No","No","No","Yes","66.0","N/A","60518071","Firm"
"Modern 1BR | Steps To Yonge & Eglinton -Shops, TTC","https://www.airbnb.com/rooms/41295124","41295124","12238-17360","15079","126.71","50","236","11","40","None","28","Small","1.0","2","140","Entire condo","Yes","Midscale","27","4.93","74","No","No","No","Yes","No","Yes","No","Yes","128.0","1","38885719","Strict"
"Yorkville Corporate Rental","https://www.airbnb.com/rooms/1227652316102895544","1227652316102895544","12679-17802","15337","98.32","97","161","74","32","Moderate","31","Moderate","1.0","3","109","Entire condo","Yes","Midscale","205","5","6","No","No","No","Yes","No","No","No","Yes","143.0","1","482664082","Firm"
"Decadent Private Designer Den, Just Like Home.","https://www.airbnb.com/rooms/14715527","14715527","13027-17670","15499","75.98","67","304","7","35","Low","28","Small","1.0","2","119","Entire rental unit","Yes","Midscale","62","4.71","38","No","No","No","Yes","No","No","No","Yes","107.0","N/A","377962","Moderate"
"Exquisite Yorkville 1 Bedroom Condo","https://www.airbnb.com/rooms/23695781","23695781","12021-19084","15716","92.99","92","183","52","41","Moderate","31","Small","1.0","2","102","Entire rental unit","Yes","Midscale","183","4.82","11","No","No","No","Yes","No","No","No","Yes","178.0","N/A","177012956","Firm"
"The Yorkville Severn Suite","https://www.airbnb.com/rooms/796962083420356333","796962083420356333","12558-19565","15988","90.33","86","207","70","42","Moderate","31","Small","1.0","2","109","Entire condo","Yes","Midscale","159","5","1","No","No","No","Yes","No","No","No","Yes","143.0","N/A","336838455","Super Strict 30 Days"
"1200 Sq Ft Private Space In Heart Of Forest Hill","https://www.airbnb.com/rooms/1497193484403289223","1497193484403289223","13617-18240","16018","390.69","48","86","12","8","Moderate","1","Small","2.0","4","387","Entire home","Yes","Upscale","96","5","8","No","No","No","Yes","No","No","No","Yes","107.0","1","399730808","Limited"
"Midtown TO Monthly Stay | 3 Min Subway | WFH Ready","https://www.airbnb.com/rooms/804641032336046712","804641032336046712","12953-18703","16024","49.15","99","329","28","33","Moderate","28","Small","1.0","2","80","Entire home","Yes","Economy","37","5","15","No","No","No","Yes","No","Yes","No","Yes","107.0","1","38188654","Flexible"
"Serviced Family Suite (L7N)","https://www.airbnb.com/rooms/869681152910200879","869681152910200879","14350-18451","16311","69.41","90","260","21","28","Low","28","Moderate","1.0","6","94","Entire rental unit","Yes","Midscale","105","4.65","31","No","No","No","Yes","No","No","No","Yes","28.0","N/A","8569918","Strict"
"Modern 1 Bedroom Dunfield Ave","https://www.airbnb.com/rooms/1457036914711287692","1457036914711287692","13141-19280","16424","139.19","87","135","25","9","Moderate","28","Small","1.0","4","149","Entire condo","Yes","Midscale","47","N/A","N/A","No","Yes","No","Yes","Yes","Yes","No","Yes","43.0","N/A","704983759","Firm"
"Sunnybrook 1 Bdrm 2 Bath Corner Terrace Condo.","https://www.airbnb.com/rooms/983982190874580850","983982190874580850","12546-20029","16506","85.52","89","217","72","36","None","30","Small","1.0","2","141","Entire condo","Yes","Midscale","86","5","3","No","Yes","Yes","Yes","Yes","No","No","Yes","178.0","N/A","31289306","Strict"
"Chic Midtown Toronto Suite / Newly Renovated","https://www.airbnb.com/rooms/672701618403378370","672701618403378370","14950-18148","16658","96.85","80","215","114","7","High","1","Individual","1.0","2","87","Entire guest suite","Yes","Midscale","151","4.92","61","No","No","Yes","Yes","No","No","No","Yes","43.0","1","2866616","Moderate"
"New York Loft\"  *Near Four Seasons Hotel\"*","https://www.airbnb.com/rooms/4867420","4867420","14306-19163","16829","135.71","34","363","1","26","None","30","Small","1.0","4","144","Entire loft","Yes","Midscale","3","4.96","49","No","No","No","Yes","No","Yes","No","Yes","161.0","1","25036890","Strict"
"Modern Yorkville One Bedroom Suite","https://www.airbnb.com/rooms/47350469","47350469","13146-20470","16840","86.8","76","256","58","44","Moderate","31","Small","1.0","2","105","Entire home","Yes","Midscale","110","4.67","3","No","No","No","Yes","No","No","No","Yes","143.0","N/A","335994135","Flexible"
"Spacious 1+ Den Yonge And Eglington Gem","https://www.airbnb.com/rooms/1329083473396510027","1329083473396510027","14100-19935","17374","91.92","72","264","23","39","None","28","Individual","1.0","2","120","Entire rental unit","Yes","Midscale","102","5","5","No","No","No","Yes","Yes","Yes","No","Yes","107.0","N/A","41839853","Moderate"
"1bdrm Midtown (full Unit) Near/Sunnybrook/Downtown","https://www.airbnb.com/rooms/7009449","7009449","15473-19380","17487","82.88","70","300","66","7","Moderate","2","Individual","1.0","2","98","Entire guest suite","Yes","Midscale","66","4.48","29","No","No","No","Yes","No","No","No","Yes","43.0","N/A","14657504","Flexible"
"Luxurious Leaside Condo - Midtown Toronto","https://www.airbnb.com/rooms/944495945003864644","944495945003864644","13620-20899","17504","124.14","76","186","3","40","Low","31","Individual","2.0","4","168","Entire rental unit","Yes","Midscale","14","4.4","5","No","No","No","Yes","No","No","No","Yes","0","N/A","432685780","Firm"
"Quaint Chic Yorkville Rental","https://www.airbnb.com/rooms/45504043","45504043","13508-21409","17627","114.46","81","191","5","27","Low","28","Small","1.0","3","194","Entire condo","Yes","Midscale","30","4.71","7","No","No","No","Yes","No","No","No","Yes","43.0","N/A","224292345","Flexible"
"Cozy Private Oasis In The Annex (Basement Apt)","https://www.airbnb.com/rooms/14088602","14088602","15939-19583","17689","99.38","81","219","47","7","Moderate","2","Individual","1.0","2","100","Entire rental unit","Yes","Midscale","147","4.65","142","No","No","No","Yes","No","Yes","No","Yes","57.0","N/A","57170337","Moderate"
"Beautiful And Cozy Home For Rental","https://www.airbnb.com/rooms/1856109","1856109","16444-19842","18224","87.62","65","319","40","4","Low","1","Individual","0.0","3","98","Entire guest suite","Yes","Midscale","47","4.75","679","No","No","No","No","No","No","No","Yes","36.0","1","1989442","Flexible"
"Large Lower Level Midtown Suite","https://www.airbnb.com/rooms/1446562366340803371","1446562366340803371","14585-21240","18406","103.99","98","181","74","31","Moderate","3","Individual","1.0","2","152","Entire guest suite","Yes","Midscale","87","5","5","No","No","No","Yes","No","No","No","Yes","89.0","1","300624125","Limited"
"Charming 1 Bedroom Apartment @ Eglinton & Bayview","https://www.airbnb.com/rooms/1350355454481092524","1350355454481092524","15954-20335","18480","78.3","83","285","40","14","High","3","Small","1.0","2","85","Entire rental unit","Yes","Midscale","37","4.7","20","No","No","No","No","No","No","No","No","106.0","1","25660537","Firm"
"60 DUPONT-MAIN","https://www.airbnb.com/rooms/574512741419247439","574512741419247439","14280-21655","18519","90.78","92","221","26","34","Low","28","Moderate","2.0","4","119","Entire rental unit","Yes","Midscale","145","4.83","12","No","No","No","Yes","No","No","No","Yes","107.0","N/A","94071526","Firm"
"Entire 1 Bedroom Rental Unit - Bright And Lovely","https://www.airbnb.com/rooms/549287726691060773","549287726691060773","14930-21931","18701","147.25","56","227","10","5","None","28","Individual","1.0","2","199","Entire rental unit","Yes","Upscale","28","5","1","No","No","No","Yes","No","No","No","Yes","115.0","N/A","43127349","Firm"
"Great Midtown Basement Appartment Near Subway","https://www.airbnb.com/rooms/30037646","30037646","15496-21182","18743","90.55","57","365","37","44","High","28","Small","1.0","2","100","Entire rental unit","Yes","Midscale","N/A","4.86","80","No","No","No","Yes","No","No","No","Yes","107.0","1","187782980","Flexible"
"Heart Of Midtown Toronto","https://www.airbnb.com/rooms/879796231486979086","879796231486979086","14934-23189","19385","215.39","34","265","58","26","High","30","Small","2.0","3","200","Entire condo","Yes","Upscale","101","5","6","No","No","No","Yes","No","Yes","No","Yes","0.0","1","9463250","Firm"
"Cozy 1-bedroom Apartment On Summerhill Ave","https://www.airbnb.com/rooms/21408074","21408074","15457-22770","19487","110.09","50","353","25","28","None","28","Small","1.0","2","203","Entire home","Yes","Midscale","13","4.81","27","No","No","No","Yes","No","No","No","No","46.0","N/A","153427761","Flexible"
"Modern  Midtown Condo Steps To Subway Amenities","https://www.airbnb.com/rooms/1295910152328599128","1295910152328599128","15503-23221","19710","72.2","91","301","98","33","Moderate","28","Large","1.0","2","85","Entire rental unit","Yes","Midscale","65","5","4","No","Yes","No","Yes","Yes","No","No","Yes","57.0","N/A","651601904","Flexible"
"Midtown Penthouse 1 Bedroom","https://www.airbnb.com/rooms/14880265","14880265","16543-22625","19750","95.87","58","356","12","32","None","28","Small","2.0","2","100","Entire rental unit","Yes","Midscale","N/A","4.75","16","No","No","No","Yes","No","No","No","Yes","94.0","N/A","39636814","Firm"
"938 Eglinton Ground Flr","https://www.airbnb.com/rooms/48146915","48146915","15732-23001","19792","72.23","83","331","55","28","None","28","Moderate","1.0","2","79","Entire rental unit","Yes","Midscale","35","4.96","25","No","No","No","Yes","No","No","No","Yes","71.0","1","94071526","Firm"
"YOUR HOME AWAY FROM HOME YONGE AND EGLINTON","https://www.airbnb.com/rooms/17652557","17652557","15152-24014","19809","117.21","68","247","11","43","Low","28","Individual","1.0","3","148","Entire condo","Yes","Midscale","119","5","11","No","Yes","No","Yes","Yes","No","No","Yes","108.0","N/A","111606404","Firm"
"Beautiful, Bright Apartment","https://www.airbnb.com/rooms/1286428300327365520","1286428300327365520","17159-24753","21161","153.34","80","172","16","19","Moderate","28","Individual","2.0","2","182","Entire rental unit","Yes","Upscale","194","N/A","N/A","No","Yes","No","No","Yes","No","No","No","0.0","N/A","69339330","Limited"
"Spacious, Unique Space, Parking Included","https://www.airbnb.com/rooms/22505005","22505005","17765-24349","21193","65.01","90","364","41","34","Moderate","28","Individual","1.0","2","92","Entire rental unit","Yes","Midscale","2","4.94","53","No","No","No","Yes","Yes","Yes","No","No","54.0","N/A","103603969","Firm"
"Casa Loma Apartment","https://www.airbnb.com/rooms/1419874717144742751","1419874717144742751","17944-24154","21211","189.38","52","215","27","10","Moderate","1","Individual","1.0","4","231","Entire rental unit","Yes","Upscale","88","5","10","No","No","No","Yes","No","No","No","No","106.0","1","55821813","Moderate"
"Modern Toronto Condo","https://www.airbnb.com/rooms/22616277","22616277","17283-24758","21459","115.37","78","240","18","23","Moderate","28","Individual","1.0","2","168","Entire condo","Yes","Midscale","126","5","9","No","No","No","Yes","No","No","No","Yes","107.0","1","40651066","Firm"
"Stunning Yorkville Lovely Suite With City View","https://www.airbnb.com/rooms/50587360","50587360","18549-24537","21550","137.26","57","274","47","27","None","28","Small","1.0","2","186","Entire condo","Yes","Midscale","92","4.66","62","No","No","No","Yes","No","Yes","No","Yes","92.0","N/A","408718067","Flexible"
"Yonge & Eglinton Condo Near Sunnybrook Hospital","https://www.airbnb.com/rooms/1173129011095484573","1173129011095484573","17046-26239","21839","72.31","89","339","66","39","None","28","Small","1.0","1","87","Entire rental unit","Yes","Midscale","27","5","4","No","No","No","Yes","Yes","No","No","Yes","57.0","N/A","75608217","Firm"
"Cozy Toronto Apartment Near Subway Station","https://www.airbnb.com/rooms/787953228629711156","787953228629711156","20153-24037","22170","92.76","72","332","37","16","Moderate","1","Individual","1.0","4","104","Entire rental unit","Yes","Midscale","34","4.67","123","No","No","No","Yes","No","No","No","No","50.0","N/A","10783643","Firm"
"Modern 1-Bedroom In Midtown TO - 4 Min Eglinton ST","https://www.airbnb.com/rooms/1362953643749501766","1362953643749501766","19600-24628","22263","222.63","82","122","66","12","Moderate","2","Individual","1.0","2","236","Entire condo","Yes","Upscale","199","4.9","41","No","Yes","No","Yes","Yes","No","No","Yes","N/A","1","165512575","Moderate"
"Dream Stay Near Eglinton/Yonge","https://www.airbnb.com/rooms/1214817751277514093","1214817751277514093","17656-27119","22713","93.09","86","284","9","32","High","28","Small","1.0","4","166","Entire condo","Yes","Midscale","1","5","3","No","No","No","Yes","No","No","No","Yes","107.0","N/A","593848913","Firm"
"Serviced Deluxe Famlily Suite (L6N)","https://www.airbnb.com/rooms/778467610206736503","778467610206736503","19409-26952","23221","84.75","76","361","27","25","Moderate","28","Moderate","1.0","4","108","Entire rental unit","Yes","Midscale","5","4.84","25","No","No","No","Yes","No","No","No","Yes","28.0","N/A","8569918","Strict"
"Apt In Quiet And Exclusive Neighbourhood.","https://www.airbnb.com/rooms/807324526598658162","807324526598658162","20171-26534","23510","113.03","61","340","6","14","None","29","Individual","1.0","2","129","Entire rental unit","Yes","Midscale","26","4.37","41","No","No","No","Yes","No","No","No","Yes","50.0","N/A","496796924","Firm"
"Spacious Midtown 1bedroom Apartment  Near Subway","https://www.airbnb.com/rooms/34480010","34480010","20589-27228","23701","110.24","80","269","12","33","High","28","Small","1.5","2","118","Entire rental unit","Yes","Midscale","52","4.94","17","No","No","No","Yes","No","No","No","Yes","36.0","N/A","187782980","Moderate"
"Spacious Midtown 1BDRM-Great View/Parking/ Gym","https://www.airbnb.com/rooms/700501861946320450","700501861946320450","19990-27898","23877","200.65","49","244","8","18","None","2","Large","1.0","2","248","Entire condo","Yes","Upscale","29","4.7","10","No","No","No","Yes","No","Yes","No","Yes","71.0","N/A","846505","Flexible"
"Toronto Yorkville - Sleeps 4!","https://www.airbnb.com/rooms/721915558606062508","721915558606062508","19464-28063","23884","306.2","24","320","4","4","None","60","Individual","1.0","4","396","Entire rental unit","Yes","Upscale","46","4.57","7","No","No","No","Yes","Yes","Yes","No","No","214.0","N/A","170398921","Moderate"
"Beautiful Annex-Yorkville Private Apartment.","https://www.airbnb.com/rooms/7109515","7109515","19824-27098","23978","148.93","95","169","21","33","None","28","Small","1.0","2","248","Entire home","Yes","Upscale","197","5","44","No","No","No","Yes","No","No","No","Yes","107.0","1","32705238","Firm"
"Beautiful Modern 1 Bedroom Suite Yonge/Lawrence","https://www.airbnb.com/rooms/30483104","30483104","20791-27548","24329","127.38","91","211","27","44","Moderate","28","Individual","1.0","4","255","Entire rental unit","Yes","Midscale","155","4.85","47","No","No","No","Yes","No","No","No","Yes","143.0","1","169102858","Firm"
"Cozy Private Space In Mid-town Toronto","https://www.airbnb.com/rooms/28383831","28383831","21414-27011","24472","113.29","77","279","70","11","Moderate","1","Small","1.0","2","137","Entire home","Yes","Midscale","87","4.93","148","No","No","No","No","No","No","No","Yes","46.0","1","73844473","Strict"
"60 Dupont","https://www.airbnb.com/rooms/37497710","37497710","19627-29136","24497","76.08","93","346","35","31","None","28","Moderate","1.0","2","94","Entire rental unit","Yes","Midscale","20","4.95","21","No","No","No","Yes","No","No","No","Yes","71.0","1","94071526","Firm"
"Serviced Deluxe Family Apartment( Self-contained)","https://www.airbnb.com/rooms/1668445","1668445","21178-27888","24540","116.31","87","243","42","39","Low","28","Moderate","1.0","5","174","Entire rental unit","Yes","Midscale","123","4.56","73","No","No","No","Yes","No","No","No","No","114.0","N/A","8569918","Strict"
"ChicMidtownOasis - Newly Built, Quality Features","https://www.airbnb.com/rooms/820381354494968689","820381354494968689","20823-27305","24641","121.38","90","225","98","15","Moderate","28","Individual","1.0","2","159","Entire guest suite","Yes","Midscale","141","4.98","44","No","No","No","Yes","No","No","No","Yes","65.0","1","106048776","Firm"
"Lovely 2BR Style + South East City View, Yorkville","https://www.airbnb.com/rooms/934762487582256596","934762487582256596","21492-28422","24742","150.86","88","187","33","28","High","28","Individual","1.0","3","181","Entire condo","Yes","Upscale","171","4.92","24","No","No","No","Yes","No","No","No","Yes","168.0","N/A","525474335","Firm"
"Modern 1 Bedroom Dunfield Ave Apartment","https://www.airbnb.com/rooms/1457007256237039105","1457007256237039105","19952-29564","25031","198.66","86","146","24","9","High","1","Small","1.0","4","260","Entire condo","Yes","Upscale","36","5","2","No","Yes","No","Yes","Yes","Yes","No","Yes","43.0","N/A","704983759","Moderate"
"Cozy 1 BR Basement Suite","https://www.airbnb.com/rooms/739336304932154693","739336304932154693","21180-28175","25178","211.58","64","185","71","9","Low","2","Individual","1.0","2","230","Entire guest suite","Yes","Upscale","181","4.91","44","No","No","No","Yes","No","No","No","Yes","64.0","1","96749795","Strict"
"Cheerful 1-bedroom Loft Apt In Midtown","https://www.airbnb.com/rooms/53595534","53595534","22520-28360","25652","152.69","62","271","39","5","Low","4","Small","1.0","3","172","Entire home","Yes","Upscale","85","4.95","80","No","No","No","No","No","No","No","Yes","71.0","N/A","434033296","Moderate"
"Yorkville Loft + Office -Near Four Seasons Hotel","https://www.airbnb.com/rooms/20241871","20241871","21724-29523","25752","130.06","56","354","33","36","Moderate","28","Small","1.0","3","146","Entire loft","Yes","Midscale","12","5","52","No","No","No","Yes","No","Yes","No","Yes","164.0","1","25036890","Strict"
"Modern 1BR Condo In Yorkville","https://www.airbnb.com/rooms/1348649450643597912","1348649450643597912","20091-31842","26266","145.12","75","242","16","32","None","31","Small","1.0","2","182","Entire rental unit","Yes","Upscale","124","5","2","No","No","No","Yes","No","No","No","Yes","72.0","N/A","2407865","Firm"
"Private Midtown Suite 5 Min Walk To Subway Station","https://www.airbnb.com/rooms/902866424744493261","902866424744493261","24103-28578","26317","142.25","56","330","26","6","Moderate","2","Individual","1.0","2","153","Entire home","Yes","Midscale","36","4.9","108","No","No","No","Yes","No","No","No","Yes","36.0","1","16666191","Flexible"
"Deluxe Family Apartment (self-contained, E1)","https://www.airbnb.com/rooms/53648402","53648402","20766-30734","26387","81.19","92","352","43","37","Low","28","Moderate","1.0","4","130","Entire rental unit","Yes","Midscale","14","4.8","20","No","No","No","Yes","No","No","No","Yes","49.0","N/A","8569918","Strict"
"Relaxing 950 Sqft Urban Boutique Suite","https://www.airbnb.com/rooms/990530361624570924","990530361624570924","23340-29834","26761","142.35","85","220","20","8","High","2","Individual","1.0","2","159","Entire guest suite","Yes","Midscale","146","4.91","47","No","No","No","No","No","No","No","Yes","43.0","1","539389953","Moderate"
"One Cozy Bedroom Apartment In Midtown","https://www.airbnb.com/rooms/1014518536777361334","1014518536777361334","23433-31418","28244","167.13","58","290","44","8","None","2","Small","1.0","2","197","Entire rental unit","Yes","Upscale","76","4.86","28","No","No","No","Yes","No","No","No","Yes","36.0","1","114187503","Firm"
"Colourful And Quiet In Midtown","https://www.airbnb.com/rooms/1174019499793388446","1174019499793388446","24802-31737","28535","116.95","99","246","35","6","Low","2","Individual","1.0","2","131","Entire rental unit","Yes","Midscale","120","4.84","19","No","No","No","Yes","No","No","No","No","50.0","1","25002554","Firm"
"Luxury Condo In Prestigious Toronto Neighbourhood","https://www.airbnb.com/rooms/53656352","53656352","23443-34620","28962","89.11","96","340","47","34","Moderate","28","Individual","1.0","2","129","Entire condo","Yes","Midscale","26","5","17","No","No","No","Yes","No","Yes","No","Yes","64.0","1","47218836","Firm"
"Trendy Chic Yorkville Condo With Gym","https://www.airbnb.com/rooms/1416204404444237637","1416204404444237637","24271-33822","28982","180.01","92","175","4","17","High","4","Individual","1.0","2","234","Entire condo","Yes","Upscale","93","4.83","6","No","No","No","Yes","No","No","No","Yes","125.0","N/A","694318633","Firm"
"Cozy Walkout Suite In Midtown","https://www.airbnb.com/rooms/662260012136258081","662260012136258081","25763-31546","29114","123.89","97","242","32","5","Moderate","1","Individual","1.0","2","137","Entire guest suite","Yes","Midscale","124","4.93","68","No","No","No","No","No","No","No","Yes","35.0","1","467274719","Moderate"
"Comfy Bungalow In Midtown TO","https://www.airbnb.com/rooms/1056804199557585708","1056804199557585708","26576-32502","29482","129.87","77","296","34","8","Moderate","1","Individual","1.0","2","142","Entire bungalow","Yes","Midscale","70","4.94","50","No","No","No","Yes","No","Yes","No","Yes","89.0","1","70972776","Flexible"
"Monthly Stay Toronto Mid-town","https://www.airbnb.com/rooms/1147099500470966067","1147099500470966067","26890-32904","29611","113.45","75","350","29","21","None","28","Individual","1.0","2","146","Entire home","Yes","Midscale","16","4.98","59","No","No","Yes","Yes","No","No","No","No","68.0","1","165235351","Moderate"
"Stylish Condo-Yonge & Eglinton/Midtown Toronto","https://www.airbnb.com/rooms/1430722967543786193","1430722967543786193","26043-33200","29624","200.16","89","167","50","12","High","2","Small","1.0","4","216","Entire condo","Yes","Upscale","101","4.95","22","No","No","No","Yes","Yes","Yes","No","Yes","92.0","1","689766194","Super Strict 60 Days"
"Chic Yorkville Pied-à-Terre | Stylish Retreat","https://www.airbnb.com/rooms/1145805775237949230","1145805775237949230","27519-32383","29991","166.61","56","319","35","4","Moderate","2","Individual","0.0","2","154","Entire condo","Yes","Upscale","30","4.82","74","No","No","No","Yes","No","Yes","No","Yes","32.0","N/A","226187559","Moderate"
"Private Home In The City","https://www.airbnb.com/rooms/818801317678480563","818801317678480563","25228-34520","30278","108.91","84","332","54","9","Low","14","Individual","1.0","2","134","Entire home","Yes","Midscale","34","4.71","28","No","Yes","No","Yes","No","No","No","Yes","61.0","N/A","23911924","Strict"
"Spotless; Prime Location; Breakfast, Near Stadium","https://www.airbnb.com/rooms/744250276325499459","744250276325499459","27776-33717","30950","175.85","50","349","28","6","Moderate","2","Individual","1.0","2","181","Entire guesthouse","Yes","Upscale","17","4.87","135","No","No","No","No","No","Yes","No","Yes","70.0","1","409080796","Moderate"
"Yorkville Loft W Rooftop Patio- Monthly Rental 302","https://www.airbnb.com/rooms/1178417433631663608","1178417433631663608","24417-37559","31994","148.81","87","246","13","27","High","28","Moderate","1.0","2","204","Entire rental unit","Yes","Upscale","120","5","5","No","No","No","Yes","No","No","No","Yes","151.0","1","1892773","Firm"
"Private Studio, Clean And Bright.","https://www.airbnb.com/rooms/51162962","51162962","29181-34599","32045","121.38","94","282","88","6","Moderate","2","Small","1.0","2","134","Entire guest suite","Yes","Midscale","84","4.97","107","No","No","No","Yes","No","Yes","No","Yes","61.0","1","2811687","Firm"
"Midtown Modern 1 Bedroom Suite","https://www.airbnb.com/rooms/25099050","25099050","29155-36614","33020","142.94","87","267","73","14","Moderate","1","Small","1.0","3","171","Entire rental unit","Yes","Midscale","99","4.95","161","No","No","No","Yes","No","No","No","Yes","85.0","1","3966446","Firm"
"Yorkville Magic. 
 Toronto's Finest Neighbourhood","https://www.airbnb.com/rooms/52217137","52217137","26817-39550","33627","101.28","91","364","62","40","Moderate","28","Small","1.0","3","140","Entire condo","Yes","Midscale","2","5","19","No","No","No","Yes","No","No","No","Yes","107.0","1","35630649","Strict"
"Serviced Deluxe King Studio Apartment","https://www.airbnb.com/rooms/1668582","1668582","29332-38746","33805","152.97","73","302","46","29","Low","28","Moderate","1.0","6","252","Entire rental unit","Yes","Upscale","64","4.67","76","No","No","No","Yes","No","No","No","Yes","106.0","N/A","8569918","Strict"
"Modern One Bedroom Apartment","https://www.airbnb.com/rooms/1348824219379295439","1348824219379295439","29193-38108","34123","179.59","83","230","25","14","None","28","Individual","1.0","2","197","Entire condo","Yes","Upscale","136","5","20","No","Yes","No","Yes","Yes","No","No","Yes","36.0","1","676863389","Limited"
